scenario,method,task_id,seed,receiver_id,memory_id,expose_reward,withhold_reward,delta,decision
coding,full_memory,coding:37,3,receiver_3,syn-codi-037-a1,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,3,receiver_3,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,3,receiver_3,syn-codi-037-a3,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,3,receiver_3,syn-codi-037-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:37,3,receiver_3,syn-codi-037-a5,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,3,receiver_3,syn-codi-037-a6,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_1,syn-codi-037-a1,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_1,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_1,syn-codi-037-a3,0.0,1.0,-1.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_2,syn-codi-037-a1,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_2,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_2,syn-codi-037-a3,0.0,1.0,-1.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_3,syn-codi-037-a1,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_3,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,3,receiver_3,syn-codi-037-a3,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_1,syn-codi-037-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_1,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_1,syn-codi-037-a3,0.0,1.0,-1.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_1,syn-codi-037-a4,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_1,syn-codi-037-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_1,syn-codi-037-a6,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_2,syn-codi-037-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_2,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_2,syn-codi-037-a3,0.0,1.0,-1.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_2,syn-codi-037-a4,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_2,syn-codi-037-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_2,syn-codi-037-a6,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_3,syn-codi-037-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_3,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_3,syn-codi-037-a3,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_3,syn-codi-037-a4,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:37,4,receiver_3,syn-codi-037-a5,1.0,0.0,1.0,validated
coding,full_memory,coding:37,4,receiver_3,syn-codi-037-a6,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_1,syn-codi-037-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_1,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_1,syn-codi-037-a3,0.0,1.0,-1.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_2,syn-codi-037-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_2,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_2,syn-codi-037-a3,0.0,1.0,-1.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_3,syn-codi-037-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_3,syn-codi-037-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:37,4,receiver_3,syn-codi-037-a3,1.0,1.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:37,4,receiver_1,syn-codi-037-a5,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:37,4,receiver_2,syn-codi-037-a5,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:37,4,receiver_3,syn-codi-037-a5,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:37,4,receiver_3,syn-codi-037-a5,1.0,0.0,1.0,validated
coding,full_memory,coding:38,0,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,full_memory,coding:38,0,receiver_1,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,full_memory,coding:38,0,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,0,receiver_1,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_1,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_2,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,full_memory,coding:38,0,receiver_2,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_2,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_2,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,0,receiver_3,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,0,receiver_3,syn-codi-038-a6,1.0,0.0,1.0,validated
coding,retrieval,coding:38,0,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,retrieval,coding:38,0,receiver_1,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,0,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,retrieval,coding:38,0,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,0,receiver_2,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,0,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,retrieval,coding:38,0,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,0,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,0,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,0,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,0,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,0,receiver_1,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,0,receiver_2,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,0,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,0,receiver_2,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,0,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,0,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,0,receiver_3,syn-codi-038-a6,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,0,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,0,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,0,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,0,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,0,receiver_3,syn-codi-038-a6,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,0,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,1,receiver_1,syn-codi-038-a1,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_1,syn-codi-038-a2,0.0,1.0,-1.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,full_memory,coding:38,1,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,1,receiver_1,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_1,syn-codi-038-a6,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_2,syn-codi-038-a1,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_2,syn-codi-038-a2,0.0,1.0,-1.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,full_memory,coding:38,1,receiver_2,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_2,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_2,syn-codi-038-a6,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_3,syn-codi-038-a1,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,1,receiver_3,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,1,receiver_3,syn-codi-038-a6,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,1,receiver_1,syn-codi-038-a1,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,1,receiver_1,syn-codi-038-a2,0.0,1.0,-1.0,injected_unvalidated
coding,retrieval,coding:38,1,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,retrieval,coding:38,1,receiver_2,syn-codi-038-a1,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,1,receiver_2,syn-codi-038-a2,0.0,1.0,-1.0,injected_unvalidated
coding,retrieval,coding:38,1,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,retrieval,coding:38,1,receiver_3,syn-codi-038-a1,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,1,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,1,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,1,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,1,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,1,receiver_2,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,1,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,1,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,1,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,smtr_receiver,coding:38,1,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,1,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,1,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,1,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,2,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,full_memory,coding:38,2,receiver_1,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_1,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,2,receiver_1,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_1,syn-codi-038-a6,1.0,0.0,1.0,validated
coding,full_memory,coding:38,2,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_2,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_2,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_2,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_2,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_2,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,2,receiver_3,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,2,receiver_3,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,retrieval,coding:38,2,receiver_1,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_1,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_2,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_2,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,2,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,2,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,2,receiver_1,syn-codi-038-a6,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,2,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,2,receiver_2,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,2,receiver_2,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,2,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,2,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,2,receiver_3,syn-codi-038-a6,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,2,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,smtr_receiver,coding:38,2,receiver_1,syn-codi-038-a6,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,2,receiver_1,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,2,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,2,receiver_3,syn-codi-038-a4,1.0,0.0,1.0,validated
coding,full_memory,coding:38,3,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,full_memory,coding:38,3,receiver_1,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_1,syn-codi-038-a3,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_1,syn-codi-038-a4,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_1,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_1,syn-codi-038-a6,0.0,1.0,-1.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_2,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_2,syn-codi-038-a3,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_2,syn-codi-038-a4,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_2,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_2,syn-codi-038-a6,0.0,1.0,-1.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_3,syn-codi-038-a3,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_3,syn-codi-038-a4,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_3,syn-codi-038-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,3,receiver_3,syn-codi-038-a6,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,retrieval,coding:38,3,receiver_1,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_1,syn-codi-038-a3,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_2,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_2,syn-codi-038-a3,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_3,syn-codi-038-a2,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,3,receiver_3,syn-codi-038-a3,1.0,1.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,3,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,3,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,3,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,smtr_receiver,coding:38,3,receiver_1,syn-codi-038-a1,1.0,0.0,1.0,validated
coding,full_memory,coding:38,4,receiver_1,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_1,syn-codi-038-a2,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,full_memory,coding:38,4,receiver_1,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_1,syn-codi-038-a5,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_1,syn-codi-038-a6,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_2,syn-codi-038-a2,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,full_memory,coding:38,4,receiver_2,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_2,syn-codi-038-a5,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_2,syn-codi-038-a6,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_3,syn-codi-038-a2,1.0,0.0,1.0,validated
coding,full_memory,coding:38,4,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_3,syn-codi-038-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_3,syn-codi-038-a5,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:38,4,receiver_3,syn-codi-038-a6,1.0,1.0,0.0,injected_unvalidated
coding,retrieval,coding:38,4,receiver_1,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,4,receiver_1,syn-codi-038-a2,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,4,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,retrieval,coding:38,4,receiver_2,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,4,receiver_2,syn-codi-038-a2,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,4,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,retrieval,coding:38,4,receiver_3,syn-codi-038-a1,0.0,0.0,0.0,injected_unvalidated
coding,retrieval,coding:38,4,receiver_3,syn-codi-038-a2,1.0,0.0,1.0,validated
coding,retrieval,coding:38,4,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,4,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,4,receiver_1,syn-codi-038-a2,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,4,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_uniform,coding:38,4,receiver_2,syn-codi-038-a2,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,4,receiver_3,syn-codi-038-a3,0.0,0.0,0.0,injected_unvalidated
coding,smtr_uniform,coding:38,4,receiver_3,syn-codi-038-a2,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,4,receiver_1,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,4,receiver_2,syn-codi-038-a3,1.0,0.0,1.0,validated
coding,smtr_receiver,coding:38,4,receiver_3,syn-codi-038-a2,1.0,0.0,1.0,validated
coding,full_memory,coding:39,0,receiver_1,syn-codi-039-a1,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:39,0,receiver_1,syn-codi-039-a2,1.0,0.0,1.0,validated
coding,full_memory,coding:39,0,receiver_1,syn-codi-039-a3,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:39,0,receiver_1,syn-codi-039-a4,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:39,0,receiver_1,syn-codi-039-a5,0.0,0.0,0.0,injected_unvalidated
coding,full_memory,coding:39,0,receiver_1,syn-codi-039-a6,1.0,0.0,1.0,validated
coding,full_memory,coding:39,0,receiver_2,syn-codi-039-a1,1.0,1.0,0.0,injected_unvalidated
coding,full_memory,coding:39,0,receiver_2,syn-codi-039-a2,0.0,0.0,0.0,injected_unvalidated
